index,medicament,avis_clean
10017,sertraline,bonjour je suis sous sertraline 50 depuis bientot 3 mois suite a des episodes de derealisation et a des angoisses importantes en parallele on m avait prescrit de l alprazolam 0 25 3 fois par jour au bout de 2 semaines j ai commence a faire des cauchemars realistes et a me reveiller a 2 3 heures toutes les nuits gout a rien pensees suicidaires j ai vraiment failli tout arreter mais je savais que c etait le medicament donc j ai persevere j ai du augmenter a 0 50 lanxio le soir pour dormir plus arret danxio la journee au bout de 1 mois et demi le moral est meilleur je derealise moins moins de ruminations d angoisses et de scenarios catastrophes je suis plutot satisfaite sur ce point cependant aujourd hui au bout de 3 mois le sommeil est tres mauvais tjrs sous 0 50 d anxio le soir j ai essaye d arreter depuis 4 jours 4 nuits blanches j ai vu le medecin qui me dit qu elle n a jamais entendu ca pour la sertraline les insomnies je vais mieux moralement avec l ad mais si je ne dors pas sans anxio je ne vois pas l interet de tout ca j ai donc voulu arreter l ad mais la medecin me dit de pas arreter l hiver avez vous connu ce probleme de sommeil sous sertraline ca passe un jour merci pour votre ecoute et bon courage a tous suite au bout de 4 mois je dors enfin des nuits completes en prenant un demi 0 25 le soir bientot j essayerai sans rien prendre le soir
10018,sertraline,je n ai absolument pas su encaisse ce traitement j ai tenu 14 jours certes je n avais plus d anxiete j etais fatiguee h24 mais le pire j etais completement deshinibee je n aimais plus rien et j aurais mis mon mari mon fils et mes chiens que j adore dehors j etais completement quelqu un d autre je me disputais moi meme avec mes pensees la nuit derniere donc j ai arrete aujourd hui j ai ete invalidee toute la nuit par des horribles bouffees de chaleur surtout au niveau de la tete du cou et des bras avec les pieds crus suis je seule a avoir connu ca maintenant j encaisse l arret de ce traitement prescrit pour depression je continue avec mon solian pour mes angoisses et je vais passer a du naturel visiblement les ad ne sont pas pour moi
10019,sertraline,doublon
10020,sertraline,1ere semaine avec sertraline 25 pas trop d effets secondaires vision un peu floue et fatigue morale pas trop mal ce jour 1ere gelule de setraline 50 grande fatigue deplacement comme un petit vieux douleurs articulaires a suivre
10021,sertraline,je suis a 200mg de sertraline des etudes on montrer que la dose maximale est la seule efficace alors j y suis une art de moi va mieux mais j ai 99 des effets secondaire mais j ai la force de quitter mon mec toxique et changer de vie mes fils sous le bras donc c est pas que negatif 2 prises de sang on etait faite our connaitre l effet du medocs sur moi hate d avoir les resultats
10022,sertraline,bonjour je viens de commencer ce matin sertraline pour attaques de panique sur terrain anxio depressif avec phobies qui s installent
10023,sertraline,j en suis presque debarrassee ce n est que du bonheur courage aux autres qui luttent il y a une lumiere au bout du tunnel
10024,sertraline,surtout le prendre le matin car pour moi insomnie le soir vision floue depuis 2semaines voir medecin
10025,sertraline,bonjour cela fait de tres nombreuses annees que je souffre de crises de panique tout a commence vers mes 20 ans j en ai 33 aujourd hui mon medecin traitant m avait prescrit un medicament mais je ne l ai pas supporte quelques heures apres la prise le medicament m endormait et cela m a cause des crises de panique le debut de ma descente aux enfers suite a cela malgres arreter en urgence du medicament mais le mal etes fait depuis cette periode je me suis referme j ai perdu au fil des annees de plus en plus d autonomie ma zone de confort car peur de faire une crise de panique peur de la crise des sensations ressenties durant la crise perte du controle de ses emotions pour gerer ses crises de panique l on m a prescrit du temesta a prendre lorsque j avais une crise les annees ont passe ma descente a continue enorme difficulte a faire des choses seules aller a des rendez vous faire des courses juste sortir j ai quand meme reussi a travailler quelques annees a temps partiel mais c etait un enfer panique pour aller au travail panique sur place j ai commence a manger pour calmer la panique car j ai toujours une sensation de vide une sensation d avoir faim lorsque je suis panique stresse resultat 50 kilos en 2 ans insomnie lorsque je devais commencer ma journee de travail le matin j ai essaye la sophrologie mais impossible d aller seul a un rendez vous oblige d etre accompagne plus prise de temesta au final cela n a pas ete concluant j ai essaye un psychologue mais cela ne m a pas aide non plus a force d avoir peur de la crise je suis devenu hypocondriaque la moindre sensation me stresse angoisse en decembre 2023 hospitalisations en urgence a cause d importants soucis de sante infection intestin colon le sejour a l hopital fut catastrophique angoisse permanente j avais constamment faim et pas d aide recue pour essayer de gerer mes soucis de faim ou d angoisse on m apportait un temesta mais ensuite on me laisse seul pas de presence pour aider a me calmer insomnie on m apporte un somnifere et l infirmier repart aussi vite j ai signe une decharge au bout de 2 semaines car je n en pouvais plus de ne pas avoir d aide j ai continue le reste du traitement via des antibiotiques le sejour m a enfonce encore un peu plus et en mars 2024 j ai completement craque mentalement crise de panique d angoisse insomnie envie de suicide car je ne supporte plus toute ces sensations j ai pris de l escitalopram mais j avais encore plus envie d en finir j etais a 2 doigts de rentrer en urgence en psychiatrie pour y etre hospitalise je suis retourne chez mes parents vivre a plein temps et j ai pris des medicaments homeopathiques du safran et des plantes pour combattre le stress angoisse pour me relaxer cela fut tres dur mais apres quelques semaines il y a eu du mieux j ai pu ressortir accompagner part quelqu un faire des choses mais moins anxieux revivre un peu cela a ete stable quelques mois mais ici ces dernieres semaines octobre 2024 cela recommence comme en mars m a psychiatre que je vois depuis quelques mois aimerait que je prenne du serlain mais j ai vraiment peur des effets indesirables car je suis sensible aux medicament et surtout je ne sais pas si je serais encore capable de faire face a un etat physique et mental comme celui eu en mars une eventuelle hospitalisation me fait peur car peu de cette inconnu peur de ne pas avoir l aide esperee lorsque je ne me sens vraiment pas bien peur de ne pas avoir d aide pour gerer ma faim
10026,sertraline,apres une prise de conscience d un gros mal etre installe en moi depuis bien longtemps et d une profonde envie d en terminer je me suis rendu en hopital psychiatrique afin d etre aide le docteur me propose alors de prendre de la sert taline qui me permettrai de me retablir avec du temps bien entendu j ai commence mon traitement par la prise quotidienne de 25 mg le premier mois le second 75mg le troisieme 100 et la je dois dire que je commencais a reprendre gout a tout et depuis 2 mois je suis a 150 mg jour je me sent bien mieux j ai des envies des idees des projets une vie normale en somme voila ce que je peux partager sachez qu a cote je fait de la meditation non pas par croyance mais juste pour instaurer un calme et cultiver une paix interieure rappellez vous souvent que de se rendre compte qu il y a un soucis est deja un enorme bond vers la guerison le traitement vous aidera soyez en certains le reste est en dedans
10027,sertraline,5 mois et de nouveaux angoisses vertiges pas bien peur
10028,sertraline,j ai commence la sertraline en octobre 2023 avec d autres medicaments 50mg par jour aujourd hui j ai 200mg chaque jour je n ai pas vraiment eu d effets secondaires sauf peut etre des sueurs la nuit ou des que je fais quelque chose j ai retrouve un rythme de vie beaucoup plus supportable
10029,sertraline,contente
10030,sertraline,ayant de l anxiete sociale une depression et un stress post traumatique j ai commence a prendre de la sertraline le 01 08 2024 a raison de 25mg puis progressivement 50mg et enfin 75mg au debut les effets secondaires etaient des troubles digestifs des maux de tete et une exacerbation de mes idees noires en passant a 75mg se sont rajoutes des douleurs articulaires et musculaires plus ou moins intenses en fonction des jours cela fait bientot 2 mois que j ai commence le traitement donc je pense que ces effets ont vocation a perdurer concernant l efficacite du traitement pour ma part j ai vu de reels changements je n ai plus d idees noires le sentiment de tristesse permanent a disparu j ai retrouve le gout de faire des activites et de prendre soin de moi je suis un peu plus a l aise dans les situations sociales je n ai quasiment plus d insomnies et j ai retrouve ma capacite de concentration au final je dirais que je suis assez mitigee car d un cote le traitement est reellement efficace chez moi mais de l autre les effets secondaires notamment les douleurs sont difficiles a gerer
10031,sertraline,je prends de la sertraline depuis 4 ans pour mes troubles obsessionnels compulsifs et mon anxiete ca m aide enormement je suis passe d un toc extremement severe a un toc leger quasiment inexistant quelques obsessions et compulsions dans la journee mais ca va pour ce qui est de l anxiete ca marche mais elle est encore la encore en fond mais ca c est aussi du a mon trouble borderline
10032,sertraline,bonjour je prend ce traitement pour la deuxieme fois mais mon corps ne reagit pas du tout pareil que lors de mon premier traitement la premiere fois une dose de 50 mg m avait suffit a sortir la tete de l eau en seulement 3 4 semaines c etait meme assez spectaculaire j ai diminue progressivement le traitement apres 6 mois mais suite a des tracas au travail j ai fais un rebond d angoisse alors reprise du traitement depuis debut juillet 2024 3 semaines a 25mg puis passage a 50mg le 15 juillet apres 2mois et demi j ai arrete les anxiolytiques la journee mais toujours besoin le soir pour me rassurer avant de dormir et j ai encore tout les 2 3 jours des gros moment d angoisse d envie de rien et de fatigue comme si j etais toujours preoccupe et que je ne profitais pas du moment present comme je le devrais alors je suis passee a 75 mg depuis 4 jours j aimerai avoir des retours de personnes qui sont aussi a 75 mg et si vous avez constate une difference amelioration suite a l augmentation et si oui en combien de temps merci beaucoup
